DM Sigma Time Sample Downfact
0.00 5.99 24.353214 371940 20
0.00 6.72 24.383923 372409 14
0.00 11.63 24.414565 372877 14
0.00 5.67 24.507083 374290 14
0.00 9.90 24.5685 375228 9
0.00 6.13 24.568827 375233 9
0.00 6.46 24.66069 376636 6
0.00 6.93 24.691268 377103 3
0.00 5.95 24.722435 377579 4
0.00 6.35 24.753208 378049 20
0.00 8.59 24.814429 378984 14
0.00 5.20 24.84481 379448 4
0.00 6.28 24.875911 379923 6
0.00 6.35 24.906554 380391 6
0.00 8.40 24.936607 380850 9
0.00 9.25 24.967119 381316 14
0.00 5.89 25.058327 382709 6
0.00 7.16 25.089298 383182 4
0.00 8.06 25.119482 383643 30
0.00 5.85 25.120595 383660 30
0.00 6.35 25.15019 384112 4
0.00 7.49 25.180702 384578 9
0.00 8.66 25.271845 385970 14
0.00 9.65 25.302226 386434 14
0.00 6.90 25.332476 386896 9
0.00 12.11 25.362792 387359 14
0.00 5.66 25.42375 388290 4
0.00 11.63 25.453869 388750 14
0.00 8.44 25.514304 389673 9
0.00 5.62 25.575065 390601 3
0.00 5.33 25.635565 391525 70
0.00 7.25 25.665357 391980 9
0.00 8.13 25.695411 392439 9
0.00 5.84 25.740917 393134 1
0.00 8.27 25.755911 393363 14
0.00 5.23 25.785833 393820 2
0.00 10.21 25.816738 394292 4
0.00 8.19 25.846661 394749 14
0.00 7.81 25.876583 395206 6
0.00 6.34 25.906702 395666 4
0.00 6.19 25.937214 396132 20
0.00 7.25 25.967464 396594 20
0.00 5.36 26.027768 397515 14
0.00 7.84 26.05756 397970 9
0.00 5.24 26.117798 398890 4
0.00 7.69 26.148244 399355 14
0.00 5.76 26.208875 400281 6
0.00 9.13 26.26944 401206 14
0.00 7.17 26.32981 402128 14
0.00 10.92 26.360387 402595 14
0.00 7.99 26.369554 402735 70
0.00 6.78 26.39044 403054 9
0.00 7.83 26.418137 403477 100
0.00 6.99 26.481518 404445 14
0.00 11.18 26.511637 404905 9
0.00 7.87 26.55747 405605 150
0.00 7.25 26.572333 405832 9
0.00 5.27 26.572661 405837 9
0.00 9.27 26.6035 406308 45
0.00 5.03 26.605006 406331 45
0.00 5.59 26.633881 406772 3
0.00 7.23 26.654375 407085 100
0.00 8.26 26.694119 407692 9
0.00 6.86 26.702696 407823 100
0.00 7.38 26.724762 408160 9
0.00 9.89 26.752851 408589 100
0.00 6.39 26.75619 408640 100
0.00 7.34 26.803595 409364 100
0.00 6.77 26.854405 410140 70
0.00 5.13 26.856762 410176 70
0.00 10.76 26.90731 410948 14
0.00 6.99 26.937821 411414 9
0.00 6.61 26.958185 411725 100
0.00 8.76 27.008405 412492 100
0.00 7.91 27.030863 412835 14
0.00 5.12 27.058363 413255 70
0.00 7.83 27.093131 413786 6
0.00 5.95 27.104327 413957 45
0.00 5.32 27.123577 414251 3
0.00 14.19 27.154613 414725 14
0.00 5.28 27.203196 415467 70
0.00 8.26 27.215833 415660 9
0.00 10.09 27.246804 416133 14
0.00 8.39 27.277577 416603 3
0.00 5.35 27.293095 416840 150
0.00 6.74 27.30822 417071 9
0.00 9.87 27.338732 417537 45
0.00 6.61 27.341155 417574 70
0.00 6.39 27.369833 418012 14
0.00 6.23 27.400607 418482 3
0.00 5.88 27.431446 418953 4
0.00 8.13 27.462286 419424 9
0.00 8.91 27.52403 420367 14
0.00 5.97 27.555065 420841 14
0.00 5.87 27.585839 421311 9
0.00 6.14 27.61681 421784 9
0.00 8.19 27.678881 422732 9
0.00 5.33 27.709589 423201 9
0.00 6.17 27.740298 423670 14
0.00 5.72 27.770679 424134 9
0.00 6.82 27.801321 424602 6
0.00 10.02 27.862804 425541 6
0.00 6.51 27.893512 426010 3
0.00 5.48 27.955976 426964 14
0.00 6.04 27.986881 427436 2
0.00 7.86 28.018048 427912 3
0.00 7.16 28.04928 428389 6
0.00 5.16 28.142518 429813 9
0.00 5.89 28.172506 430271 45
0.00 8.89 28.204262 430756 14
0.00 6.53 28.204786 430764 14
0.00 6.84 28.234774 431222 9
0.00 9.07 28.296649 432167 14
0.00 11.44 28.358393 433110 9
0.00 9.38 28.41994 434050 9
0.00 5.58 28.420268 434055 9
0.00 11.05 28.450714 434520 9
0.00 7.34 28.451042 434525 9
0.00 5.40 28.481881 434996 14
0.00 5.89 28.543494 435937 14
0.00 10.62 28.574006 436403 9
0.00 6.13 28.605238 436880 6
0.00 5.96 28.635226 437338 14
0.00 5.54 28.665214 437796 4
0.00 14.04 28.725911 438723 9
0.00 10.92 28.756488 439190 6
0.00 9.79 28.786673 439651 9
0.00 6.65 28.787 439656 9
0.00 9.99 28.81725 440118 14
0.00 9.16 28.847827 440585 6
0.00 6.75 28.939821 441990 6
0.00 8.42 28.970071 442452 9
0.00 5.53 28.970399 442457 9
0.00 5.96 29.000714 442920 6
0.00 7.58 29.030964 443382 9
0.00 5.03 29.035482 443451 1
0.00 8.26 29.061935 443855 14
0.00 8.09 29.092185 444317 9
0.00 12.99 29.123351 444793 14
0.00 12.17 29.154125 445263 14
0.00 7.18 29.184702 445730 9
0.00 9.27 29.276958 447139 9
0.00 9.71 29.308125 447615 9
0.00 5.83 29.338571 448080 14
0.00 8.21 29.369149 448547 14
0.00 8.47 29.430369 449482 14
0.00 8.42 29.461274 449954 6
0.00 11.70 29.491262 450412 9
0.00 5.04 29.516274 450794 1
0.00 8.78 29.521905 450880 9
0.00 5.82 29.583125 451815 9
0.00 7.95 29.614161 452289 9
0.00 8.66 29.644476 452752 9
0.00 5.55 29.644804 452757 9
0.00 10.86 29.675381 453224 14
0.00 11.81 29.705893 453690 14
0.00 6.83 29.736339 454155 14
0.00 7.06 29.766655 454618 9
0.00 9.92 29.827548 455548 14
0.00 10.84 29.857601 456007 9
0.00 5.23 29.888179 456474 14
0.00 5.53 29.918298 456934 14
0.00 6.00 29.97906 457862 14
0.00 7.94 30.009179 458322 6
0.00 13.32 30.039821 458790 14
0.00 6.26 30.040345 458798 14
0.00 10.13 30.06994 459250 14
0.00 12.71 30.100452 459716 14
0.00 6.18 30.100976 459724 14
0.00 7.07 30.16056 460634 2
0.00 7.16 30.191268 461103 14
0.00 17.08 30.221649 461567 14
0.00 8.50 30.251637 462025 9
0.00 6.90 30.282018 462489 14
0.00 5.29 30.312202 462950 14
0.00 11.45 30.342256 463409 9
0.00 8.73 30.372571 463872 14
0.00 11.01 30.402952 464336 14
0.00 12.20 30.433333 464800 14
0.00 6.89 30.46378 465265 14
0.00 7.68 30.524214 466188 14
0.00 6.86 30.554399 466649 9
0.00 11.85 30.584976 467116 9
0.00 6.83 30.585304 467121 4
0.00 8.24 30.615292 467579 9
0.00 5.47 30.645411 468039 9
0.00 6.59 30.676054 468507 14
0.00 5.41 30.706173 468967 14
0.00 6.78 30.736488 469430 14
0.00 12.94 30.766673 469891 14
0.00 5.67 30.796923 470353 6
0.00 6.47 30.827173 470815 9
0.00 5.52 30.857554 471279 2
0.00 6.52 30.888327 471749 14
0.00 12.73 30.949613 472685 14
0.00 5.97 30.980256 473153 14
0.00 9.40 31.01103 473623 14
0.00 6.30 31.041542 474089 9
0.00 7.32 31.072315 474559 20
0.00 9.07 31.133208 475489 14
0.00 8.11 31.194232 476421 14
0.00 7.16 31.224744 476887 14
0.00 9.95 31.255976 477364 14
0.00 8.48 31.286881 477836 14
0.00 14.59 31.318048 478312 14
0.00 8.45 31.348952 478784 9
0.00 5.35 31.357726 478918 100
0.00 6.74 31.379923 479257 6
0.00 9.45 31.406637 479665 150
0.00 6.58 31.548655 481834 100
0.00 9.11 31.594488 482534 45
0.00 6.43 31.626375 483021 6
0.00 5.95 31.649815 483379 70
0.00 5.55 31.657214 483492 6
0.00 10.73 31.688381 483968 9
0.00 6.65 31.688708 483973 9
0.00 5.45 31.750714 484920 45
0.00 8.15 31.780571 485376 14
0.00 7.35 31.811083 485842 14
0.00 5.95 31.841595 486308 6
0.00 5.42 31.853446 486489 70
0.00 12.59 31.872631 486782 9
0.00 10.36 31.903077 487247 14
0.00 6.93 31.933589 487713 9
